MWBG	Vowel	Duration	f0	F1	F2	F3	F4
m	uh	183	154	637	1295	2757	NA
m	uh	189	138	623	1163	2555	3586
m	uh	139	120	593	1254	2302	3163
m	uh	226	122	622	1155	2606	3878
m	uh	202	114	617	1071	2685	3839
m	uh	201	130	628	1223	2609	3761
m	uh	212	113	601	1214	2305	3816
m	uh	230	116	593	1213	2329	3196
m	uh	166	105	662	1166	2553	3437
m	uh	168	124	682	1192	2774	3495
m	uh	145	133	623	1207	2455	3784
m	uh	199	96	560	1118	2503	3466
m	uh	128	152	622	1285	2472	3483
m	uh	143	147	666	1135	2471	NA
m	uh	204	136	575	1130	2489	3416
m	uh	177	124	583	1187	2627	3544
m	uh	219	109	561	1343	2498	3364
m	uh	171	118	630	1328	2554	3516
m	uh	169	134	596	1053	2282	3350
m	uh	155	141	602	1176	2495	3641
m	uh	193	149	608	1167	2523	3350
m	uh	201	138	612	1317	2608	4247
m	uh	181	144	628	1172	2626	3844
m	uh	242	128	631	1241	2276	3534
m	uh	208	107	650	1154	2640	3725
m	uh	194	180	670	1061	2703	NA
m	uh	198	124	566	1040	2476	3515
m	uh	188	119	600	1182	2471	3671
m	uh	166	138	618	1228	2718	3521
m	uh	176	119	622	1163	2370	3428
w	uh	246	222	803	1501	2989	4128
w	uh	345	226	788	1547	2917	4456
w	uh	206	182	789	1291	2877	3768
w	uh	331	216	731	1552	3111	4424
w	uh	290	224	693	1381	2560	NA
w	uh	233	226	795	1362	2671	4100
w	uh	209	189	854	1401	2756	3954
w	uh	207	243	716	1634	3119	4010
w	uh	193	236	809	1391	2927	3665
w	uh	256	217	680	1499	2885	4077
w	uh	266	205	773	1614	2813	3927
w	uh	248	241	817	1604	2649	4181
w	uh	221	235	739	1320	2596	4107
w	uh	206	220	742	1352	2960	4044
w	uh	288	226	700	1338	2750	4028
w	uh	250	198	824	1459	2924	4526
w	uh	183	212	705	1166	2890	3882
w	uh	286	235	839	1555	3003	4367
w	uh	249	216	642	1338	2938	4007
w	uh	330	221	701	1318	2881	4216
w	uh	209	188	777	1397	3033	4325
w	uh	220	211	686	1477	2698	4078
w	uh	250	239	769	1382	3035	4062
w	uh	309	217	815	1427	3002	4261
w	uh	187	195	678	1397	2861	4221
w	uh	195	244	823	1419	3051	3884
w	uh	194	231	700	1580	3018	4084
w	uh	200	307	885	1580	3078	4731
w	uh	208	235	835	1507	2834	4055
w	uh	199	216	756	1531	2871	5349
w	uh	224	209	685	1100	2510	NA
w	uh	193	244	828	1454	3287	4369
w	uh	164	222	764	1359	2875	4294
w	uh	215	207	729	1435	3109	4072
w	uh	365	206	761	1380	3042	4066
w	uh	325	206	809	1468	3153	4195
w	uh	214	228	818	1516	2970	4004
w	uh	233	198	710	1293	2623	4029
w	uh	233	194	755	1427	2965	4013
w	uh	201	215	827	1416	3022	3849
w	uh	156	236	736	1300	2829	3982
w	uh	251	214	678	1229	2590	4010
w	uh	274	199	780	1380	2854	4114
w	uh	200	155	693	1277	2935	3885
w	uh	206	213	712	1499	2757	3904
w	uh	208	236	733	1378	2891	3747
w	uh	215	220	796	1271	3197	4131
w	uh	262	213	811	1450	2938	4543
b	uh	205	237	632	1573	2913	4182
b	uh	161	269	731	1550	3363	4548
b	uh	226	210	823	1655	2926	4499
b	uh	293	241	756	1672	3183	4454
b	uh	150	217	637	1424	3328	4362
b	uh	310	289	822	1489	3281	4222
b	uh	242	201	667	1442	2882	4187
b	uh	228	233	695	1423	3210	4153
b	uh	248	203	612	1432	3046	4373
b	uh	266	213	699	1454	2765	4228
b	uh	298	254	762	1721	3234	4787
b	uh	250	211	639	1454	3098	4207
b	uh	215	210	697	1305	3167	NA
b	uh	307	280	654	NA	3466	NA
b	uh	300	183	739	1411	3122	5617
b	uh	239	257	696	1297	2881	3971
b	uh	233	266	780	1428	3070	4226
b	uh	241	235	754	1742	3002	5246
b	uh	254	212	632	1352	2740	4014
b	uh	296	255	746	1552	3044	NA
b	uh	219	282	863	1566	3134	4257
b	uh	158	213	685	1485	2679	4022
b	uh	223	220	688	1251	2795	4127
b	uh	292	216	670	1538	3264	4197
b	uh	172	214	763	1522	2931	4008
b	uh	212	206	667	1400	3017	3975
b	uh	243	234	778	1422	3266	4259
g	uh	200	247	740	1502	3001	4168
g	uh	215	220	882	1623	3434	NA
g	uh	275	268	784	1614	3392	4277
g	uh	290	225	897	1494	2960	4308
g	uh	218	238	754	1430	3034	4120
g	uh	286	234	620	1579	2861	3720
g	uh	303	242	695	1832	3000	4186
g	uh	248	262	756	1579	3388	4915
g	uh	222	229	880	1680	3280	4534
g	uh	227	226	701	1563	3058	3984
g	uh	226	248	796	1669	3254	4498
g	uh	232	229	738	1626	3315	4322
g	uh	259	208	633	1454	2986	4001
g	uh	302	247	684	1732	3241	4359
g	uh	215	256	782	1622	3171	4106
g	uh	226	207	744	1854	3360	NA
g	uh	184	227	885	1629	3430	4164
g	uh	210	248	1045	1609	3456	4202
g	uh	177	229	646	1578	3366	4375
m	uw	281	184	374	931	2433	3364
m	uw	257	114	319	938	2091	2957
m	uw	420	101	360	953	2505	3207
m	uw	288	144	422	1299	2347	NA
m	uw	231	120	366	919	2378	3375
m	uw	231	113	326	997	2384	3463
m	uw	239	126	382	1058	2334	3240
m	uw	296	136	384	1234	2418	3068
m	uw	237	156	338	1087	2515	NA
m	uw	327	161	319	936	2187	3346
m	uw	240	116	371	793	2719	3357
m	uw	260	115	379	1123	2383	3215
m	uw	183	148	382	994	2372	2985
m	uw	210	174	339	860	2013	NA
m	uw	264	147	415	1016	2465	3549
m	uw	226	165	455	1181	2616	3339
m	uw	284	156	370	889	2324	NA
m	uw	196	116	372	1010	2136	NA
m	uw	275	128	387	1123	2426	3713
m	uw	230	132	389	959	2441	3229
m	uw	239	147	435	1137	2395	3784
m	uw	204	123	372	972	2316	3396
m	uw	225	123	374	921	2288	3074
m	uw	207	123	371	950	2264	3431
m	uw	197	189	377	888	2416	NA
m	uw	185	143	401	980	2460	3609
m	uw	288	105	313	861	2374	3366
m	uw	171	199	379	982	2407	NA
m	uw	185	165	402	809	2466	3662
m	uw	241	160	373	931	2381	3451
m	uw	244	131	377	1008	2308	2956
m	uw	254	114	357	1130	2300	3063
m	uw	265	124	388	982	2316	3409
m	uw	193	143	409	846	2073	3275
m	uw	195	153	377	1063	2238	4014
m	uw	250	192	387	967	2257	3237
m	uw	205	151	316	893	2385	3947
m	uw	200	154	437	1085	2305	3227
m	uw	256	154	435	1070	2416	3568
m	uw	219	113	365	999	2270	2937
m	uw	245	224	437	871	2393	NA
m	uw	250	147	413	1193	2164	3160
m	uw	212	132	378	893	2455	4206
m	uw	125	171	374	887	2478	3417
m	uw	222	130	389	1033	2375	3378
w	uw	281	260	503	1068	2810	4651
w	uw	409	218	435	1384	2804	4158
w	uw	271	211	431	788	2717	3556
w	uw	430	216	436	1415	2843	4543
w	uw	328	223	455	994	2612	4248
w	uw	311	219	437	1113	2676	4028
w	uw	384	211	384	1084	2929	4156
w	uw	287	258	503	1514	2816	4460
w	uw	265	265	504	1096	2665	4162
w	uw	351	238	473	1113	2626	4200
w	uw	377	232	461	1627	2761	4000
w	uw	300	242	477	998	2690	4058
w	uw	298	231	445	1136	2692	4362
w	uw	241	239	483	1117	2707	4036
w	uw	298	262	466	778	2699	4066
w	uw	268	225	440	1122	2856	4960
w	uw	266	216	436	911	2724	4306
w	uw	293	257	506	1030	2575	3870
w	uw	283	171	360	1034	2731	3749
w	uw	378	247	491	1260	2502	3689
w	uw	310	199	391	971	2945	4173
w	uw	363	210	431	1003	2366	3825
w	uw	327	268	525	1065	2942	4278
w	uw	382	226	448	1369	2921	4338
w	uw	333	230	445	881	2580	NA
w	uw	234	256	503	963	2776	4106
w	uw	182	261	508	1001	2763	3943
w	uw	274	297	510	917	2757	3889
w	uw	274	268	502	1050	2695	5145
w	uw	277	237	488	1119	2702	3497
w	uw	242	238	477	1184	2610	4056
w	uw	291	272	504	1068	3121	4627
w	uw	244	242	483	938	2835	4084
w	uw	294	232	448	1463	2693	4178
w	uw	405	219	438	1711	2636	3958
w	uw	406	220	437	1178	2852	4222
w	uw	277	260	504	1041	2838	4374
w	uw	266	215	429	827	2719	4144
w	uw	296	223	438	1078	2774	3896
w	uw	235	237	450	916	2959	4138
w	uw	272	255	474	974	2540	3460
w	uw	346	254	430	954	2491	3799
w	uw	340	204	415	1001	2556	4016
w	uw	302	166	362	1351	2879	4362
w	uw	272	238	482	987	2781	4063
w	uw	265	234	458	1163	2651	3623
w	uw	248	240	467	993	2802	4120
w	uw	308	265	491	1317	2680	3875
b	uw	253	246	502	1540	3176	4723
b	uw	327	287	559	1312	2870	3996
b	uw	304	194	506	2378	2991	4158
b	uw	292	258	503	1104	3346	4196
b	uw	260	240	481	1226	3131	4453
b	uw	303	330	609	1658	2644	4220
b	uw	262	228	440	1124	3117	4300
b	uw	211	255	503	1119	3100	4354
b	uw	275	215	463	1676	2976	4303
b	uw	246	197	430	1448	2896	4163
b	uw	313	258	503	1255	3105	4692
b	uw	233	209	435	1312	2715	4137
b	uw	263	206	418	940	2567	3879
b	uw	324	282	548	1123	3152	3888
b	uw	274	241	491	1467	2936	4269
b	uw	228	262	505	1296	2619	3650
b	uw	269	278	548	1377	2702	4170
b	uw	270	281	550	1114	3012	4797
b	uw	320	260	504	997	2826	3702
b	uw	243	256	504	1515	2952	4078
b	uw	251	283	557	NA	3111	4460
b	uw	214	221	438	1336	3117	4368
b	uw	286	219	436	1170	NA	NA
b	uw	320	235	449	916	3002	4148
b	uw	233	254	495	1283	3033	4188
b	uw	255	216	434	1297	2694	4018
b	uw	302	249	498	1509	2866	4141
g	uw	327	251	500	1724	2988	4306
g	uw	236	188	435	1059	3389	4493
g	uw	300	288	556	1736	3005	4246
g	uw	378	219	437	1733	3208	4391
g	uw	246	256	480	1011	2574	4618
g	uw	367	255	503	821	2874	4390
g	uw	315	271	540	1653	2799	4095
g	uw	307	303	568	1508	2987	4819
g	uw	318	216	460	1422	3099	4443
g	uw	324	238	460	1291	3010	4107
g	uw	273	276	540	1998	3104	NA
g	uw	286	273	527	1407	3253	4570
g	uw	304	239	486	968	2756	3872
g	uw	368	244	496	1739	2873	4092
g	uw	245	236	490	2179	3131	4420
g	uw	315	214	435	1829	3316	4536
g	uw	192	243	497	1334	3067	3928
g	uw	248	248	498	1740	3291	4500
g	uw	227	225	446	1533	3269	4504
